Fat,Caloric Value,Protein,Vitamin B2,Zinc,Vitamin B3,Iron,Phosphorus,Vitamin B1,Vitamin B5,Potassium,Magnesium,Calcium,Vitamin B6,Fat Category
0.525153782565078,-0.5458652522985777,-0.7839248617463648,0.1360541185984886,-0.9757615639495356,-0.9563762881985728,-1.0366908862973407,-1.3574502325183544,-0.5343514118852128,-0.897208787282949,-0.8804439114444232,-1.4948163518947075,-1.361447860230054,-0.2416355951934431,High fats
1.273715317339642,0.4944105418329373,0.5111601754861954,0.1643061178491418,0.4293899087364191,-0.7154173164022186,-0.988252544287992,0.6194813017246072,0.2413074674755373,0.4087751110957559,0.115237429848548,-0.0494076271008429,1.1290018547441218,-0.3859399913008034,High fats
0.3166540616093115,-0.5716981968918667,-0.8382234129481012,-1.108980491004492,-1.1278319232475371,-1.162340666162269,-1.2784043618323115,-1.38949126116276,-1.0610988663906715,-1.1544985298370305,-1.8304196296066444,-1.5128215202320128,-1.3658876747097868,-1.1634226851934568,High fats
-0.0614325033147481,-0.8754741215434342,-0.5182305851579078,-0.6862356658508801,-0.9907493124186272,-1.0580342004663394,-0.996220008511904,-1.3807817764317492,-0.744214983189153,-1.0716035858933048,-0.5960985039807803,-1.4509417937572289,-1.3143309269630792,-1.081799920088738,High fats
0.0277507095138173,-0.8754741215434342,-0.6399609468197823,-0.7006660223302071,-0.9243401884595436,-0.9655219904569255,-1.253168333845986,-0.1162914130149203,0.049178153852351,-0.6879283457987798,-0.5128590504258567,-0.9870479521573108,0.3514741229064358,-1.1281141865338995,High fats
-1.0859000471059987,-1.136745828068375,-0.1430624252983642,-0.7741628698073267,-0.2233784421932699,-1.097836083467621,-1.1180583763562002,0.5153797795184356,-0.7285925635829636,-0.3216393831521678,-0.3738448802666975,-0.4548799812812731,0.8928528011699642,-0.7504495670442676,Low fats
0.8824723532402701,0.0211389627879771,0.5500496056815573,-1.0417757475585887,0.8038851028570337,-1.0531370909365745,-1.0042292600068932,0.7963840125986276,-0.713070289904451,-0.3216393831521678,-0.7268831340312998,0.0475488776634839,1.6714171762837482,-0.6248071539775781,High fats
0.8947160818827518,0.0019664962668955,0.3860568272293238,0.1643061178491418,0.7264075225003026,-1.1361904172165154,-1.050420693412397,0.6588814317127727,-0.563195982202895,-0.6879283457987798,-0.7532750771891065,-0.1116837619820246,1.4884824200373432,-1.1048489772234222,High fats
0.4589617942185344,-0.3259923661314368,0.3860568272293238,-0.2916795409189792,0.1532737701640637,-1.0629484514689906,-0.988252544287992,0.6494088313513985,-0.1544708168053123,-0.8605769823889644,-0.8536665398024919,-0.0902042802080136,1.52447125210791,-0.4886048992541933,High fats
-0.3260583300520341,-1.136745828068375,-0.48157582934762,-0.2678197616651694,-0.7627289779366095,-1.0241092721765137,-1.1857038978560115,0.1033008086720027,-0.2028702077030006,-1.026478473044799,-1.312591614156244,-0.7628753011402966,0.8032791040049531,-0.8418532469042092,High fats
-0.2820281907227128,-1.0812746039038226,-0.5567254567715413,-0.02315573297305,-0.9794959738939976,-0.9724217973384311,-1.0042292600068932,-1.38006470794489,-1.00842150657123,-0.8742277206134159,-0.5875917617355821,-1.452172808787948,-1.3592413170389022,-0.3942913321747409,High fats
1.5513071909291138,1.1480322154440676,1.3115513263797849,1.302997428693114,1.5313694791115204,-1.1130545853996388,-0.0636000337435648,1.3145021673989137,-0.8564394154248056,-0.0281867110993249,0.3020491783567577,0.7061003126922101,2.2411075559698403,-0.369345893353918,High fats
0.7865479672269947,-0.1009605214933351,0.4151802577990784,-0.8193603289568077,0.8038851028570337,-1.016945927842519,-1.203828292415234,0.7160121529883571,-0.9228889726400734,-0.6879283457987798,-0.8215807936355704,-0.062702659683299,1.5468255717572668,-0.770440335400169,High fats
0.9406717782631732,0.0938293963006617,0.5721750003803929,1.302997428693114,-0.0194967324790206,-0.0266287564354376,-0.2011917851011269,0.8929142392991073,-0.0498404599365285,-0.6879283457987798,-0.9305155209041676,0.2846171455386534,1.613918272749517,-1.081799920088738,High fats
0.7865479672269947,-0.08649134883671,0.4429468752566293,-0.9601052373762214,0.8038851028570337,-0.9632297949962788,-1.0980281653967483,0.7466475932219107,-0.7916906025565258,-1.097134584895537,-0.5535344042584979,-0.076297029059791,1.4811308835233383,-0.606118618319954,High fats
0.6376660294529409,-0.2884864004475104,0.2279955056229142,-1.108980491004492,-1.1278319232475371,-1.162340666162269,-1.2784043618323115,-1.38949126116276,-1.0610988663906715,-1.1544985298370305,-1.8304196296066444,-1.5128215202320128,-1.3658876747097868,-1.1634226851934568,High fats
0.8300308394594017,-0.0445165048151551,0.4519204080874436,0.1643061178491418,0.5411518652362571,-1.0604891774764411,-0.7445272932908037,0.699635350597727,0.0167737334496199,-1.041403062230448,-0.6646755230248423,-0.2234037523862415,1.4663771268071577,-0.3204186796152585,High fats
1.7587118352228202,1.927601769990088,1.1207317920778548,2.1018195239248514,1.3977707306699672,0.6734140804527537,0.5083662659891812,1.712370320622284,1.9614448635758277,1.954589121415771,2.3943048752261102,1.629205476991356,2.2700224872931387,1.4814255884332683,High fats
0.9567721948754812,0.1391188063748756,0.6528958130844357,0.1643061178491418,0.9922045821480188,-0.993332591450229,-1.2469190794325686,0.8776454680895843,-0.4917654319707294,-0.6879283457987798,-0.6695827971155685,-0.3179674655533901,1.6657277464886504,-0.770440335400169,High fats
0.8369118570715217,-0.0652433488841369,0.3554510935223425,0.8803424620584452,-0.4670703888344229,-0.5393224764853736,-0.2011917851011269,0.5718916356072976,-0.8400947482852713,-1.001860111872276,-0.4268489141746321,-0.0694616016597363,1.0427494449699786,-0.3123868916486975,High fats
0.869898383106692,-0.011057853353417,0.4429468752566293,0.1643061178491418,0.5411518652362571,-0.954099445812355,-0.988252544287992,0.687710581992729,-0.4089800350109202,-0.7464385627424566,-0.4693166179734263,-0.1415621530827029,1.497270277099635,-0.8007680589362574,High fats
1.4905374016277533,1.0191392589293062,1.202829478151831,1.302997428693114,1.5313694791115204,-0.7154173164022186,-0.0636000337435648,1.3415034787668547,-0.5200659650701697,-0.0281867110993249,-0.0390555315985298,0.6624301764465856,2.1702351735090355,-0.8942748083956721,High fats
0.7552540174083573,-0.1614766695347406,0.3341539476299095,0.1643061178491418,0.4293899087364191,-0.7154173164022186,-1.0895210385945642,0.5629019432164659,-0.2524849328205673,0.2109765667562952,-0.3183756417703107,-0.2411809417672598,1.210588767035807,-0.9697129257197052,High fats
1.2855784486536015,0.7955550604920683,1.250322047873247,1.562892852035726,1.5564930484764623,-0.7154173164022186,-0.0636000337435648,1.4003914251947251,-0.3033502971268242,0.4087751110957559,0.2208226771785627,0.7042686460540033,2.23890055441222,-0.5330043024311351,High fats
1.4051763037485312,0.8063930054589876,1.0210854497494626,1.7283961770881031,1.17224496833773,-0.1328475216271186,-0.2011917851011269,1.1325939582793327,0.1730647870472262,1.3423024341946228,-0.1577510135384492,0.5799147438441836,2.025160306666865,-0.2110560725492262,High fats
1.4470663732934874,0.9374722937622296,1.1703875006724356,1.302997428693114,1.5564930484764623,-1.065412034111617,-0.7445272932908037,1.3915546956884437,0.2221004207216851,0.4087751110957559,0.1939617136709469,0.7500989559621491,2.214341411633823,-0.2110560725492262,High fats
1.3629147533228223,0.8090839746972557,1.165882180836188,0.8803424620584452,1.5034574548424833,-1.0927991944364637,-0.7445272932908037,1.298584151212186,-0.4638210215916257,0.2109765667562952,0.0393558470587246,0.5956147471507169,2.092120757346102,-0.6436632441505072,High fats
0.6376660294529409,-0.2884864004475104,0.2532007897773886,0.1643061178491418,-0.2233784421932699,-0.9203989388901244,-0.2011917851011269,0.3935082601968365,-0.2151585918256397,-0.3216393831521678,-1.1459378565273015,-0.3940896897896059,0.6499935708974481,-0.770440335400169,High fats
0.6952945949218288,-0.1614766695347406,0.4151802577990784,-0.1304505172313146,0.6394184098891265,-1.1284369389905913,-0.988252544287992,0.5723369497263767,0.1327622759458321,-0.7337325120346764,-0.725049397499292,-0.2411809417672598,1.3475302454729985,-0.9806895973214312,High fats
1.5713646496103908,1.2023779539067936,1.2614440390459434,1.302997428693114,1.6516334064343992,-0.7154173164022186,-0.0636000337435648,1.4213481135481445,-0.2650826220843303,0.2109765667562952,-0.2189484695343224,0.6818235400415767,2.2418807041021824,-0.5330043024311351,High fats
0.8230496616474033,-0.1009605214933351,0.3448956237432967,0.8803424620584452,0.3013109379645244,-1.1387842257288772,-1.2438033204182672,0.6219090424544856,-0.713070289904451,0.2109765667562952,-0.4971644063307613,-0.2147059259531699,1.3392386959182416,-1.139828617015255,High fats
1.576170335984251,1.1876657023431865,1.303313157424804,1.562892852035726,1.5681314084416555,-0.9203989388901244,-0.2011917851011269,1.451415810883575,-0.7916906025565258,-0.0281867110993249,0.2935610926767835,0.7733461068624411,2.2911558789854114,-0.4365986713267264,High fats
1.4528371106107782,0.9351069280604812,1.1256968003391823,0.8803424620584452,1.488314125669195,-1.03613086743892,-0.7445272932908037,1.3084766912322396,-0.744214983189153,0.2109765667562952,0.2262858188497136,0.6604546263606158,2.130058083821404,-0.5420024105468417,High fats
0.8300308394594017,-0.08649134883671,0.3658261401257974,0.8803424620584452,0.4293899087364191,-0.9203989388901244,-0.7445272932908037,0.2794415230348696,-0.4362275793580296,-0.3216393831521678,-0.4174902666994223,-0.2411809417672598,0.8224645945397707,-1.151598012170535,High fats
1.6119587954391508,1.2575211326516296,1.3049733806737265,1.7283961770881031,1.6186428906576746,-0.9203989388901244,-0.0636000337435648,1.730168664313441,-0.682323230021022,0.7147816716624836,0.440690866831194,0.689402474393503,2.2420589548723973,-1.036340568206998,High fats
1.3253183257928078,0.811767624322246,1.246551754114718,1.302997428693114,1.666169156710703,-1.118163696310332,-0.988252544287992,1.480591870948648,0.1630799016343928,-1.1544985298370305,-0.0019742308316142,0.8291359799562211,2.446291205182436,-0.7306386506268285,High fats
0.6767850227617132,-0.2439231910727041,0.130944239947203,1.302997428693114,0.6394184098891265,-0.5393224764853736,-0.7445272932908037,0.5491099771402426,-0.1425568353750123,-0.0281867110993249,-0.8084447889781138,-0.2688575703129188,1.3350424323178889,-0.2110560725492262,High fats
-1.3311571867663767,0.2577012104130844,1.377934695655316,1.302997428693114,1.6358448571461428,-0.9203989388901244,-0.3575261263359344,1.5477216493917472,0.0384423000322375,-1.1544985298370305,0.073625002436837,0.800367482027707,2.361235935792223,-0.5875958342817668,Low fats
